[20250219 02:12:37 INFO    ] {'dataset_name': 'koniq10k', 'koniq10k_path': '../all_dataset/KonIQ-10K/1024x768', 'koniq10k_label': './data/koniq10k/koniq10k_label.txt', 'livec_path': '../all_dataset/LIVEC/Images/', 'livec_label': './data/livec/livec_label.txt', 'spaq_path': '../all_dataset/SPAQ/TestImage/', 'spaq_label': './data/spaq/spaq_label.txt', 'tid2013_path': '../all_dataset/tid2013/distorted_images/', 'tid2013_label': 'data/tid2013/tid2013_label.txt', 'kadid10k_path': '../all_dataset/KADID-10K/images/', 'kadid10k_label': './data/kadid10k/kadid10k_label.txt', 'batch_size': 12, 'learning_rate': 1e-05, 'weight_decay': 1e-05, 'n_epoch': 200, 'val_freq': 1, 'T_max': 50, 'eta_min': 0, 'num_avg_val': 1, 'num_workers': 8, 'split_seed': 20, 'train_keep_ratio': 1.0, 'val_keep_ratio': 1.0, 'crop_size': 224, 'prob_aug': 0.7, 'patch_size': 8, 'img_size': 224, 'embed_dim': 768, 'dim_mlp': 768, 'num_heads': [4, 4], 'window_size': 4, 'depths': [2, 2], 'num_outputs': 1, 'num_tab': 2, 'scale': 0.8, 'ckpt_path': './output_koniq10k/models/koniq10k', 'log_path': './output_koniq10k/log/koniq10k', 'log_file': 'koniq10k.log', 'tensorboard_path': './output_koniq10k/koniq10k'}
[20250219 06:05:34 INFO    ] Running testing in epoch 17
[20250219 06:07:33 INFO    ] Epoch:17 ===== loss:0.003641 ===== SRCC:0.9201 ===== PLCC:0.9421
[20250219 06:07:33 INFO    ] Eval done...
[20250219 06:07:33 INFO    ] Epoch 17 done. Time: 1.2e+01min
[20250219 06:07:33 INFO    ] Running training epoch 18
[20250219 06:17:31 INFO    ] train epoch:18 / loss:0.000571 / SRCC:0.9878 / PLCC:0.9906
[20250219 06:17:31 INFO    ] Starting eval...
[20250219 06:17:31 INFO    ] Running testing in epoch 18
[20250219 06:19:37 INFO    ] Epoch:18 ===== loss:0.003868 ===== SRCC:0.918 ===== PLCC:0.9408
[20250219 06:19:37 INFO    ] Eval done...
[20250219 06:19:37 INFO    ] Epoch 18 done. Time: 1.2e+01min
[20250219 06:19:37 INFO    ] Running training epoch 19
[20250219 06:29:33 INFO    ] train epoch:19 / loss:0.0005342 / SRCC:0.9887 / PLCC:0.9912
[20250219 06:29:33 INFO    ] Starting eval...
[20250219 06:29:33 INFO    ] Running testing in epoch 19
[20250219 06:31:32 INFO    ] Epoch:19 ===== loss:0.00405 ===== SRCC:0.9183 ===== PLCC:0.9405
[20250219 06:31:32 INFO    ] Eval done...
[20250219 06:31:32 INFO    ] Epoch 19 done. Time: 1.2e+01min
[20250219 06:31:32 INFO    ] Running training epoch 20
[20250219 06:41:26 INFO    ] train epoch:20 / loss:0.00048 / SRCC:0.9898 / PLCC:0.9921
[20250219 06:41:26 INFO    ] Starting eval...
[20250219 06:41:26 INFO    ] Running testing in epoch 20
[20250219 06:43:28 INFO    ] Epoch:20 ===== loss:0.0051 ===== SRCC:0.9191 ===== PLCC:0.9414
[20250219 06:43:28 INFO    ] Eval done...
[20250219 06:43:28 INFO    ] Epoch 20 done. Time: 1.2e+01min
[20250219 06:43:28 INFO    ] Running training epoch 21
[20250219 06:53:22 INFO    ] train epoch:21 / loss:0.000532 / SRCC:0.9886 / PLCC:0.9912
[20250219 06:53:22 INFO    ] Starting eval...
[20250219 06:53:22 INFO    ] Running testing in epoch 21
[20250219 06:55:25 INFO    ] Epoch:21 ===== loss:0.003846 ===== SRCC:0.9187 ===== PLCC:0.9407
[20250219 06:55:25 INFO    ] Eval done...
[20250219 06:55:25 INFO    ] Epoch 21 done. Time: 1.2e+01min
[20250219 06:55:25 INFO    ] Running training epoch 22
[20250219 07:05:20 INFO    ] train epoch:22 / loss:0.0005067 / SRCC:0.9889 / PLCC:0.9916
[20250219 07:05:20 INFO    ] Starting eval...
[20250219 07:05:20 INFO    ] Running testing in epoch 22
[20250219 07:07:19 INFO    ] Epoch:22 ===== loss:0.004234 ===== SRCC:0.9158 ===== PLCC:0.94
[20250219 07:07:19 INFO    ] Eval done...
[20250219 07:07:19 INFO    ] Epoch 22 done. Time: 1.2e+01min
[20250219 07:07:19 INFO    ] Running training epoch 23
[20250219 07:17:14 INFO    ] train epoch:23 / loss:0.0005033 / SRCC:0.989 / PLCC:0.9917
[20250219 07:17:14 INFO    ] Starting eval...
[20250219 07:17:14 INFO    ] Running testing in epoch 23
[20250219 07:19:10 INFO    ] Epoch:23 ===== loss:0.003923 ===== SRCC:0.9152 ===== PLCC:0.9391
[20250219 07:19:10 INFO    ] Eval done...
[20250219 07:19:10 INFO    ] Epoch 23 done. Time: 1.2e+01min
[20250219 07:19:10 INFO    ] Running training epoch 24
[20250219 07:29:03 INFO    ] train epoch:24 / loss:0.0004694 / SRCC:0.9895 / PLCC:0.9922
[20250219 07:29:03 INFO    ] Starting eval...
[20250219 07:29:03 INFO    ] Running testing in epoch 24
[20250219 07:31:08 INFO    ] Epoch:24 ===== loss:0.004179 ===== SRCC:0.9117 ===== PLCC:0.937
[20250219 07:31:08 INFO    ] Eval done...
[20250219 07:31:08 INFO    ] Epoch 24 done. Time: 1.2e+01min
[20250219 07:31:08 INFO    ] Running training epoch 25
[20250219 07:41:08 INFO    ] train epoch:25 / loss:0.000502 / SRCC:0.989 / PLCC:0.9917
[20250219 07:41:08 INFO    ] Starting eval...
[20250219 07:41:08 INFO    ] Running testing in epoch 25
[20250219 07:43:12 INFO    ] Epoch:25 ===== loss:0.004332 ===== SRCC:0.9157 ===== PLCC:0.9399
[20250219 07:43:12 INFO    ] Eval done...
[20250219 07:43:12 INFO    ] Epoch 25 done. Time: 1.2e+01min
[20250219 07:43:12 INFO    ] Running training epoch 26
[20250219 07:53:10 INFO    ] train epoch:26 / loss:0.0004801 / SRCC:0.9899 / PLCC:0.9921
[20250219 07:53:10 INFO    ] Starting eval...
[20250219 07:53:10 INFO    ] Running testing in epoch 26
[20250219 07:55:08 INFO    ] Epoch:26 ===== loss:0.004685 ===== SRCC:0.9147 ===== PLCC:0.9388
[20250219 07:55:08 INFO    ] Eval done...
[20250219 07:55:08 INFO    ] Epoch 26 done. Time: 1.2e+01min
[20250219 07:55:08 INFO    ] Running training epoch 27
[20250219 08:05:09 INFO    ] train epoch:27 / loss:0.0004804 / SRCC:0.9898 / PLCC:0.9921
[20250219 08:05:09 INFO    ] Starting eval...
[20250219 08:05:09 INFO    ] Running testing in epoch 27
[20250219 08:07:12 INFO    ] Epoch:27 ===== loss:0.004384 ===== SRCC:0.9137 ===== PLCC:0.9372
[20250219 08:07:12 INFO    ] Eval done...
[20250219 08:07:12 INFO    ] Epoch 27 done. Time: 1.2e+01min
[20250219 08:07:12 INFO    ] Running training epoch 28
[20250219 08:17:11 INFO    ] train epoch:28 / loss:0.0004884 / SRCC:0.9895 / PLCC:0.9919
[20250219 08:17:11 INFO    ] Starting eval...
[20250219 08:17:11 INFO    ] Running testing in epoch 28
[20250219 08:19:10 INFO    ] Epoch:28 ===== loss:0.003928 ===== SRCC:0.9143 ===== PLCC:0.9389
[20250219 08:19:10 INFO    ] Eval done...
[20250219 08:19:10 INFO    ] Epoch 28 done. Time: 1.2e+01min
[20250219 08:19:10 INFO    ] Running training epoch 29
[20250219 08:29:09 INFO    ] train epoch:29 / loss:0.0005063 / SRCC:0.9891 / PLCC:0.9916
[20250219 08:29:09 INFO    ] Starting eval...
[20250219 08:29:09 INFO    ] Running testing in epoch 29
[20250219 08:31:07 INFO    ] Epoch:29 ===== loss:0.004507 ===== SRCC:0.9105 ===== PLCC:0.9356
[20250219 08:31:07 INFO    ] Eval done...
[20250219 08:31:07 INFO    ] Epoch 29 done. Time: 1.2e+01min
[20250219 08:31:07 INFO    ] Running training epoch 30
[20250219 08:41:06 INFO    ] train epoch:30 / loss:0.0005169 / SRCC:0.9889 / PLCC:0.9915
[20250219 08:41:06 INFO    ] Starting eval...
[20250219 08:41:06 INFO    ] Running testing in epoch 30
[20250219 08:43:09 INFO    ] Epoch:30 ===== loss:0.004665 ===== SRCC:0.9089 ===== PLCC:0.9344
[20250219 08:43:09 INFO    ] Eval done...
[20250219 08:43:09 INFO    ] Epoch 30 done. Time: 1.2e+01min
[20250219 08:43:09 INFO    ] Running training epoch 31
[20250219 08:53:03 INFO    ] train epoch:31 / loss:0.0004391 / SRCC:0.9905 / PLCC:0.9928
[20250219 08:53:03 INFO    ] Starting eval...
[20250219 08:53:03 INFO    ] Running testing in epoch 31
[20250219 08:55:11 INFO    ] Epoch:31 ===== loss:0.004556 ===== SRCC:0.9094 ===== PLCC:0.9352
[20250219 08:55:11 INFO    ] Eval done...
[20250219 08:55:11 INFO    ] Epoch 31 done. Time: 1.2e+01min
[20250219 08:55:11 INFO    ] Running training epoch 32
[20250219 09:05:07 INFO    ] train epoch:32 / loss:0.0004756 / SRCC:0.9897 / PLCC:0.9921
[20250219 09:05:07 INFO    ] Starting eval...
[20250219 09:05:07 INFO    ] Running testing in epoch 32
[20250219 09:07:06 INFO    ] Epoch:32 ===== loss:0.004914 ===== SRCC:0.9109 ===== PLCC:0.9363
[20250219 09:07:06 INFO    ] Eval done...
[20250219 09:07:06 INFO    ] Epoch 32 done. Time: 1.2e+01min
[20250219 09:07:06 INFO    ] Running training epoch 33
[20250219 09:17:01 INFO    ] train epoch:33 / loss:0.0004671 / SRCC:0.99 / PLCC:0.9923
[20250219 09:17:01 INFO    ] Starting eval...
[20250219 09:17:01 INFO    ] Running testing in epoch 33
[20250219 09:18:55 INFO    ] Epoch:33 ===== loss:0.004473 ===== SRCC:0.9078 ===== PLCC:0.9344
[20250219 09:18:55 INFO    ] Eval done...
[20250219 09:18:55 INFO    ] Epoch 33 done. Time: 1.2e+01min
[20250219 09:18:55 INFO    ] Running training epoch 34
[20250219 09:28:47 INFO    ] train epoch:34 / loss:0.0004518 / SRCC:0.9902 / PLCC:0.9925
[20250219 09:28:47 INFO    ] Starting eval...
[20250219 09:28:47 INFO    ] Running testing in epoch 34
[20250219 09:30:44 INFO    ] Epoch:34 ===== loss:0.00447 ===== SRCC:0.9062 ===== PLCC:0.9335
[20250219 09:30:44 INFO    ] Eval done...
[20250219 09:30:44 INFO    ] Epoch 34 done. Time: 1.2e+01min
[20250219 09:30:44 INFO    ] Running training epoch 35
[20250219 09:40:37 INFO    ] train epoch:35 / loss:0.0004618 / SRCC:0.9903 / PLCC:0.9924
[20250219 09:40:37 INFO    ] Starting eval...
[20250219 09:40:37 INFO    ] Running testing in epoch 35
[20250219 09:42:36 INFO    ] Epoch:35 ===== loss:0.004607 ===== SRCC:0.911 ===== PLCC:0.9363
[20250219 09:42:36 INFO    ] Eval done...
[20250219 09:42:36 INFO    ] Epoch 35 done. Time: 1.2e+01min
[20250219 09:42:36 INFO    ] Running training epoch 36
[20250219 09:52:27 INFO    ] train epoch:36 / loss:0.000446 / SRCC:0.9906 / PLCC:0.9926
[20250219 09:52:27 INFO    ] Starting eval...
[20250219 09:52:27 INFO    ] Running testing in epoch 36
[20250219 09:54:26 INFO    ] Epoch:36 ===== loss:0.004738 ===== SRCC:0.9071 ===== PLCC:0.9326
[20250219 09:54:26 INFO    ] Eval done...
[20250219 09:54:26 INFO    ] Epoch 36 done. Time: 1.2e+01min
[20250219 09:54:26 INFO    ] Running training epoch 37
[20250219 10:04:16 INFO    ] train epoch:37 / loss:0.0004834 / SRCC:0.9901 / PLCC:0.992
[20250219 10:04:16 INFO    ] Starting eval...
[20250219 10:04:16 INFO    ] Running testing in epoch 37
[20250219 10:06:13 INFO    ] Epoch:37 ===== loss:0.004715 ===== SRCC:0.9054 ===== PLCC:0.9323
[20250219 10:06:13 INFO    ] Eval done...
[20250219 10:06:13 INFO    ] Epoch 37 done. Time: 1.2e+01min
[20250219 10:06:13 INFO    ] Running training epoch 38
[20250219 10:16:02 INFO    ] train epoch:38 / loss:0.0004403 / SRCC:0.9906 / PLCC:0.9927
[20250219 10:16:02 INFO    ] Starting eval...
[20250219 10:16:02 INFO    ] Running testing in epoch 38
[20250219 10:18:09 INFO    ] Epoch:38 ===== loss:0.004285 ===== SRCC:0.9058 ===== PLCC:0.933
[20250219 10:18:09 INFO    ] Eval done...
[20250219 10:18:09 INFO    ] Epoch 38 done. Time: 1.2e+01min
[20250219 10:18:09 INFO    ] Running training epoch 39
[20250219 10:27:57 INFO    ] train epoch:39 / loss:0.0004667 / SRCC:0.9898 / PLCC:0.9923
[20250219 10:27:57 INFO    ] Starting eval...
[20250219 10:27:57 INFO    ] Running testing in epoch 39
[20250219 10:29:51 INFO    ] Epoch:39 ===== loss:0.00457 ===== SRCC:0.9053 ===== PLCC:0.9323
[20250219 10:29:51 INFO    ] Eval done...
[20250219 10:29:51 INFO    ] Epoch 39 done. Time: 1.2e+01min
[20250219 10:29:51 INFO    ] Running training epoch 40
[20250219 10:39:38 INFO    ] train epoch:40 / loss:0.0004362 / SRCC:0.9904 / PLCC:0.9928
[20250219 10:39:38 INFO    ] Starting eval...
[20250219 10:39:38 INFO    ] Running testing in epoch 40
[20250219 10:41:35 INFO    ] Epoch:40 ===== loss:0.004897 ===== SRCC:0.9069 ===== PLCC:0.9331
[20250219 10:41:35 INFO    ] Eval done...
[20250219 10:41:35 INFO    ] Epoch 40 done. Time: 1.2e+01min
[20250219 10:41:35 INFO    ] Running training epoch 41
[20250219 10:51:22 INFO    ] train epoch:41 / loss:0.0004196 / SRCC:0.9912 / PLCC:0.9931
[20250219 10:51:22 INFO    ] Starting eval...
[20250219 10:51:22 INFO    ] Running testing in epoch 41
[20250219 10:53:20 INFO    ] Epoch:41 ===== loss:0.004408 ===== SRCC:0.9023 ===== PLCC:0.9295
[20250219 10:53:20 INFO    ] Eval done...
[20250219 10:53:20 INFO    ] Epoch 41 done. Time: 1.2e+01min
[20250219 10:53:20 INFO    ] Running training epoch 42
[20250219 11:03:11 INFO    ] train epoch:42 / loss:0.0004951 / SRCC:0.9896 / PLCC:0.9918
[20250219 11:03:11 INFO    ] Starting eval...
[20250219 11:03:11 INFO    ] Running testing in epoch 42
[20250219 11:05:06 INFO    ] Epoch:42 ===== loss:0.005039 ===== SRCC:0.9026 ===== PLCC:0.9299
[20250219 11:05:06 INFO    ] Eval done...
[20250219 11:05:06 INFO    ] Epoch 42 done. Time: 1.2e+01min
[20250219 11:05:06 INFO    ] Running training epoch 43
[20250219 11:14:54 INFO    ] train epoch:43 / loss:0.0004765 / SRCC:0.9899 / PLCC:0.9921
[20250219 11:14:54 INFO    ] Starting eval...
[20250219 11:14:54 INFO    ] Running testing in epoch 43
[20250219 11:16:46 INFO    ] Epoch:43 ===== loss:0.005277 ===== SRCC:0.9018 ===== PLCC:0.9289
[20250219 11:16:46 INFO    ] Eval done...
[20250219 11:16:46 INFO    ] Epoch 43 done. Time: 1.2e+01min
[20250219 11:16:46 INFO    ] Running training epoch 44
[20250219 11:26:32 INFO    ] train epoch:44 / loss:0.0004385 / SRCC:0.9908 / PLCC:0.9928
[20250219 11:26:32 INFO    ] Starting eval...
[20250219 11:26:32 INFO    ] Running testing in epoch 44
[20250219 11:28:31 INFO    ] Epoch:44 ===== loss:0.005194 ===== SRCC:0.8984 ===== PLCC:0.9273
[20250219 11:28:31 INFO    ] Eval done...
[20250219 11:28:31 INFO    ] Epoch 44 done. Time: 1.2e+01min
[20250219 11:28:31 INFO    ] Running training epoch 45
[20250219 11:38:17 INFO    ] train epoch:45 / loss:0.0004676 / SRCC:0.9902 / PLCC:0.9923
[20250219 11:38:17 INFO    ] Starting eval...
[20250219 11:38:17 INFO    ] Running testing in epoch 45
[20250219 11:40:11 INFO    ] Epoch:45 ===== loss:0.004613 ===== SRCC:0.8998 ===== PLCC:0.9291
[20250219 11:40:11 INFO    ] Eval done...
[20250219 11:40:11 INFO    ] Epoch 45 done. Time: 1.2e+01min
[20250219 11:40:11 INFO    ] Running training epoch 46
[20250219 11:50:00 INFO    ] train epoch:46 / loss:0.000413 / SRCC:0.9915 / PLCC:0.9932
[20250219 11:50:00 INFO    ] Starting eval...
[20250219 11:50:00 INFO    ] Running testing in epoch 46
[20250219 11:51:57 INFO    ] Epoch:46 ===== loss:0.0048 ===== SRCC:0.9002 ===== PLCC:0.9293
[20250219 11:51:57 INFO    ] Eval done...
[20250219 11:51:57 INFO    ] Epoch 46 done. Time: 1.2e+01min
[20250219 11:51:57 INFO    ] Running training epoch 47
[20250219 12:01:43 INFO    ] train epoch:47 / loss:0.0004362 / SRCC:0.9909 / PLCC:0.9928
[20250219 12:01:43 INFO    ] Starting eval...
[20250219 12:01:43 INFO    ] Running testing in epoch 47
[20250219 12:03:36 INFO    ] Epoch:47 ===== loss:0.004759 ===== SRCC:0.8995 ===== PLCC:0.9264
[20250219 12:03:36 INFO    ] Eval done...
